trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;;
20234;Elo;Credito;Outros;2853656;899851;13976226;3218087798;43363;23695091;;
20222;MasterCard;Credito;Platinum;15628720;12265145;438078045;56196865684;3831040;1088153627;;
20233;MasterCard;Debito;Premium;565426;360104;7322324;527168236;1261;505717;;
20204;American Express;Credito;Corporativo;78156;57057;746684;353168931;23773;51380571;;
20234;MasterCard;Credito;Empresarial;6578495;3006795;52077403;15680950643;785485;469411632;;
20193;VISA;Credito;Basico Internacional;22256748;13704461;261602847;23079846220;1829284;296810059;;
20183;MasterCard;Debito;Basico Nacional;991057;539598;12325126;795245326;22;5689;;
20213;American Express;Credito;Intermediario;470445;334998;8313945;1416219957;57388;24644122;;
20201;Elo;Credito;Intermediario;3369512;1730931;25208020;2314337378;14522;2276886;;
20193;American Express;Credito;Empresarial;20762;14482;538493;232112723;29058;27240357;;
20211;American Express;Credito;Basico Nacional;71852;44972;829891;114760580;3929;1168569;;
20232;MasterCard;Credito;Premium;5574952;4176238;292692121;56986670943;6046122;3327167296;;
20231;Elo;Pre-Pago;Basico Internacional;10889290;1093438;7303866;219725574;1023;20165;;
20182;VISA;Debito;Corporativo;270466;1;1;29;0;0;;
20193;MasterCard;Pre-Pago;Outros;14116087;3325892;36577801;2593904633;360949;52024943;;
20202;MasterCard;Credito;Premium;2098994;1709416;77468977;14706872549;1015926;379369256;;
20221;VISA;Credito;Outros;10064056;2876650;34980178;3774377780;101018;62880525;;
20202;MasterCard;Debito;Basico Nacional;816748;472616;8057255;618633073;1;1074;;
20233;VISA;Pre-Pago;Intermediario;10012;427;8472;452483;0;0;;
20211;Elo;Credito;Empresarial;485868;245878;4905861;1171420945;8118;2400956;;
20231;Elo;Credito;Corporativo;23111;10040;83304;97521006;457;683985;;
20191;VISA;Pre-Pago;Basico Internacional;4001772;520210;1349006;71558734;2644873;307816430;;
20203;MasterCard;Debito;Platinum;841244;397409;7196787;690936564;348;103116;;
20193;VISA;Debito;Platinum;1765880;1138331;42361441;3386405462;1043;149325;;
20211;Elo;Credito;Premium;32987;28498;1082172;201419769;1018;471292;;
20234;MasterCard;Debito;Intermediario;84597279;48034484;1095660740;55311877699;35814;7119470;;
20213;Elo;Credito;Empresarial;505686;265229;5382890;1364172183;5897;2787618;;
20233;MasterCard;Credito;Basico Nacional;29787121;4844853;76769182;8604708348;79642;5460505;;
20231;MasterCard;Debito;Outros;776278;257054;4213153;200347830;1114;479702;;
20211;Bandeira propria;Credito;Basico Nacional;1885175;495274;2469125;424705113;0;0;;
20184;Elo;Debito;Empresarial;477411;206998;4967685;624544192;0;0;;
20232;MasterCard;Credito;Platinum;19345138;14167781;492626632;63202693979;3697813;938879391;;
20221;VISA;Pre-Pago;Corporativo;934191;82803;3629316;370483658;187717;59804930;;
20221;MasterCard;Pre-Pago;Basico Nacional;261944;192244;1100579;109119543;6168;585225;;
20211;American Express;Credito;Corporativo;89385;66726;753607;319356056;27275;58940453;;
20221;MasterCard;Pre-Pago;Basico Internacional;547063;255238;3370258;252433641;120183;4738549;;
20191;Elo;Credito;Outros;3587637;2076149;29271720;2607434497;33057;9446987;;
20182;MasterCard;Credito;Platinum;5437178;4148050;158853497;20609180025;3291940;950648621;;
20204;Bandeira propria;Pre-Pago;Outros;368936;202961;707007373;1259861051;0;0;;
20233;Elo;Pre-Pago;Intermediario;418131;0;266599;10901898;0;0;;
20224;MasterCard;Debito;Platinum;961584;621391;17606170;1368961778;5690;2361993;;
20212;MasterCard;Credito;Premium;2323200;1871886;112713542;23152449228;1386284;698581576;;
20183;VISA;Credito;Intermediario;5877094;4349209;141915367;16728194065;2132267;587411575;;
20193;VISA;Credito;Corporativo;587612;305583;5592221;1448151734;399679;219657474;;
20222;VISA;Credito;Platinum;15583286;11613525;364644637;53365852815;2592798;972338768;;
20234;Elo;Credito;Premium;232976;213394;7805451;1569975681;21127;10411782;;
20234;MasterCard;Pre-Pago;Basico Internacional;777958;180323;2703012;158685729;72540;2922968;;
20181;MasterCard;Credito;Platinum;5392956;4108546;152129979;20265442224;3488596;941029289;;
20213;Hipercard;Credito;Intermediario;5625;1937;22806;2071973;1;0;;
20183;Outras;Debito;Outros;3277910;1596161;36367627;3073263515;0;0;;
20203;MasterCard;Debito;Premium;294536;128261;1584327;187325369;136;47173;;
20234;Bandeira propria;Pre-Pago;Outros;729993;729992;1079228276;2177479639;0;0;;
20191;VISA;Debito;Empresarial;1061113;494922;12860506;1587942776;1546;500471;;
20231;Hipercard;Credito;Empresarial;9;2;3503;2081978;1;0;;
20232;Elo;Credito;Basico Internacional;4787103;2552991;53864209;9241596093;67108;32256460;;
20204;VISA;Pre-Pago;Platinum;195369;1240;0;0;17768;4089281;;
20202;MasterCard;Debito;Empresarial;771983;213484;3988469;302312282;0;0;;
20201;Elo;Credito;Premium;25358;22378;1071754;169844189;6714;2908441;;
20204;MasterCard;Credito;Platinum;8895539;7013781;247018148;32938034361;1444541;367057941;;
20181;Diners Club;Credito;Intermediario;176587;161658;3084292;509140379;51154;19208786;;
20233;Elo;Pre-Pago;Outros;60246744;4384117;14361285;643970793;7;426;;
20214;MasterCard;Credito;Outros;18863737;6443552;81402216;8870679515;104302;15874360;;
20222;MasterCard;Debito;Intermediario;30413838;18073448;253856301;8707829529;494;126492;;
20204;MasterCard;Pre-Pago;Intermediario;13985369;7525776;186747426;8164003418;0;0;;
20203;VISA;Credito;Basico Internacional;24095733;13286680;203327081;19859663714;639556;93027464;;
20223;VISA;Debito;Outros;1109;145;11124;640757;0;0;;
20192;Elo;Credito;Outros;4577035;2276542;34193335;2993757881;34856;8782426;;
20192;American Express;Credito;Intermediario;898376;649580;12928615;1812846607;276841;101554457;;
20212;Outras;Debito;Outros;3461436;1836290;40228654;3854805377;0;0;;
20222;Outras;Credito;Outros;213690;175723;60054;18109436;0;0;;
20194;MasterCard;Pre-Pago;Platinum;433855;150121;2217986;122630172;126378;25202156;;
20203;MasterCard;Credito;Premium;2096018;1716887;96131225;19381782850;1198770;574587403;;
20201;Elo;Credito;Outros;132559;82456;3020957;522447671;34305;18863856;;
20202;Outras;Credito;Basico Nacional;23558;11604;131;53502;0;0;;
20192;MasterCard;Credito;Basico Nacional;38803156;12817336;203211956;19660594454;32620;2375141;;
20211;VISA;Debito;Outros;434;388;5445;319205;0;0;;
20182;Elo;Credito;Empresarial;409184;162182;2915297;582511232;0;0;;
20231;VISA;Credito;Platinum;10072610;7608458;303840459;46645083431;2444830;947563890;;
20231;VISA;Debito;Basico Nacional;13681962;7923130;213432302;13829925352;2786;322587;;
20221;VISA;Debito;Basico Internacional;134148003;50245773;990068190;65163187142;16014;3070122;;
20211;MasterCard;Debito;Platinum;820874;360086;7336598;693116468;587;239509;;
20232;American Express;Credito;Basico Nacional;41621;33638;760321;104122657;3434;1329879;;
20222;VISA;Credito;Premium;3607939;2763098;153822241;31471366535;2583960;1597883512;;
20201;VISA;Credito;Outros;4725055;708098;10541866;1326355883;63916;39619619;;
20231;VISA;Credito;Empresarial;2584112;1642007;45780258;12438004935;427831;433481679;;
20224;MasterCard;Pre-Pago;Intermediario;43250022;25683812;1026214129;38854383148;0;0;;
20202;VISA;Pre-Pago;Empresarial;1192;1192;15034;1486562;0;0;;
20203;MasterCard;Pre-Pago;Empresarial;297;77;478;28964;0;0;;
20234;American Express;Credito;Intermediario;341311;251109;8001159;1408932782;67630;34769699;;
20184;MasterCard;Credito;Basico Internacional;23099497;13957007;257426744;25291953240;1763839;290169546;;
20212;MasterCard;Credito;Corporativo;138409;75948;2049462;694357622;57576;88612230;;
20223;MasterCard;Debito;Empresarial;1831816;664072;13832508;974592369;93;58206;;
20183;VISA;Pre-Pago;Basico Internacional;448344;416745;243154;73829411;758611;240972236;;
20193;Elo;Credito;Outros;4739234;2172852;37999658;3507727046;43708;14402547;;
20232;Bandeira propria;Credito;Intermediario;22324;10904;2477754;656975054;0;0;;
20222;MasterCard;Debito;Basico Nacional;482964;355482;10666730;839596760;30;16553;;
20211;MasterCard;Credito;Corporativo;134958;73444;1873255;590486450;50495;77419926;;
20193;Elo;Credito;Basico Internacional;4700057;2065358;33360063;3668912471;89359;28625333;;
20212;VISA;Debito;Platinum;1808386;1074756;33260464;3262975640;122;25558;;
20194;VISA;Pre-Pago;Corporativo;552215;159076;1975648;148436758;1474865;222392065;;
20202;MasterCard;Pre-Pago;Corporativo;17531;4946;234497;15527994;1062;835983;;
20213;Bandeira propria;Pre-Pago;Outros;533099;423893;870810734;1421289734;0;0;;
20194;American Express;Credito;Intermediario;826495;581840;12513040;1764959864;223428;83788266;;
20231;MasterCard;Pre-Pago;Outros;20416935;2731251;29624184;1692825268;93937;19121135;;
20232;MasterCard;Debito;Premium;555573;356697;7298073;530096689;1190;554436;;
20191;Elo;Credito;Basico Internacional;3871111;1514070;22360416;2625637136;89324;33077207;;
20194;MasterCard;Credito;Basico Internacional;23738023;15484893;312886016;30150334856;1680415;290358986;;
20182;MasterCard;Credito;Premium;1218000;991078;66085816;12461096276;3190615;1585523106;;
20211;Bandeira propria;Credito;Outros;16236521;5688994;11201647;1591895197;9;2346;;
20231;VISA;Pre-Pago;Basico Internacional;16653309;4425809;87587501;4163324703;1344949;240896664;;
20182;Bandeira propria;Credito;Outros;640763;202078;2123693;198198964;0;0;;
20211;Outras;Debito;Outros;3479656;1833511;39151327;3613175238;0;0;;
20184;Outras;Credito;Intermediario;38309;4888;43977;6764260;315;120265;;
20191;VISA;Credito;Basico Nacional;32026209;11522467;161549808;13104930264;190566;17670391;;
20223;VISA;Pre-Pago;Outros;31062035;11718307;124416974;6295858709;203883;46259760;;
20184;MasterCard;Credito;Basico Nacional;33967552;12841046;202914532;20987409070;25227;1992681;;
20214;MasterCard;Credito;Corporativo;153089;84731;3067383;1282581010;116975;148122337;;
20182;MasterCard;Pre-Pago;Basico Internacional;50181;47936;60673;13336784;62009;28601695;;
20214;Outras;Debito;Outros;3436368;1800499;47970105;4534937223;0;0;;
20232;Elo;Pre-Pago;Basico Internacional;282650;234696;1398042;94647213;2536;648669;;
20194;Elo;Credito;Basico Internacional;4871072;2322657;37939931;4251432289;98633;34863839;;
20184;Elo;Debito;Outros;55798024;21763978;306391923;18298313062;0;0;;
20214;Bandeira propria;Credito;Basico Nacional;1598596;528985;3018618;560678462;0;0;;
20221;VISA;Debito;Intermediario;6482171;3687765;82215330;5781566246;882;197738;;
20191;MasterCard;Debito;Empresarial;326414;83058;1796104;172755868;257;137783;;
20234;MasterCard;Debito;Basico Nacional;1597906;805453;14614225;1024941870;28;10244;;
20234;VISA;Credito;Empresarial;3725381;2299876;44073617;13624807296;476050;390306768;;
20203;Outras;Credito;Outros;271520;179051;107088;27072757;0;0;;
20201;VISA;Credito;Intermediario;9336301;7227396;194444963;22635252941;1270261;292369493;;
20203;MasterCard;Credito;Basico Nacional;27661437;6583132;61867977;5571420729;46758;2814040;;
20222;Elo;Debito;Outros;148711871;30601007;468978297;27751721834;759;174307;;
20233;VISA;Pre-Pago;Basico Nacional;13726169;3845515;61846305;3324705965;603;148877;;
20192;VISA;Credito;Basico Internacional;21025903;13278149;244105028;21396801450;1677835;276199191;;
20183;VISA;Credito;Outros;4154692;405735;6870755;841396834;26174;5971328;;
20222;MasterCard;Debito;Platinum;847079;547347;15338763;1211522227;6401;2804182;;
20211;MasterCard;Pre-Pago;Platinum;2737845;1585061;27810017;1437134059;0;0;;
20191;MasterCard;Debito;Basico Nacional;972466;522752;11964014;773085346;63;16928;;
20213;American Express;Credito;Premium;425658;327600;10401286;2921995387;191562;207424448;;
20213;MasterCard;Credito;Platinum;15048857;12570673;418495894;53494114543;2653421;633854355;;
20233;VISA;Credito;Corporativo;606433;352352;6604444;2904882133;319253;294514667;;
20211;Hipercard;Credito;Intermediario;6135;2253;24351;2144847;1;0;;
20181;American Express;Credito;Corporativo;131779;101381;2236566;1203658023;214309;176547113;;
20191;MasterCard;Pre-Pago;Intermediario;329137;107462;760476;31494133;0;0;;
20231;VISA;Credito;Intermediario;30403392;19868831;406466590;48256952505;1250859;286210728;;
20214;MasterCard;Debito;Premium;351979;142334;2860681;302665086;869;567688;;
20222;MasterCard;Pre-Pago;Basico Internacional;8023;229;1726;76802;0;0;;
20223;Elo;Debito;Basico Internacional;81682;70192;436263;23190078;0;0;;
20223;Elo;Credito;Basico Nacional;2926890;1915529;61953614;7160065842;45099;19257103;;
20194;Bandeira propria;Credito;Outros;10483512;6891482;16816182;2749393100;2;17;;
20184;Elo;Credito;Corporativo;24174;14530;22132;121894388;87;78496;;
20212;Bandeira propria;Credito;Outros;12149148;4963054;9291070;1652625875;0;0;;
20204;Elo;Credito;Corporativo;24343;13605;45669;128290896;52;93438;;
20213;MasterCard;Credito;Basico Internacional;44656675;17167942;235235023;21606533469;728427;137648324;;
20194;Elo;Debito;Basico Nacional;13404696;5661569;117595382;7603452670;0;0;;
20193;VISA;Pre-Pago;Corporativo;535864;161482;2145148;154859212;1613764;233080868;;
20221;VISA;Pre-Pago;Outros;26544204;10544267;115552265;5760556832;182222;34017584;;
20234;Bandeira propria;Credito;Outros;18690761;2943948;11622874;1534925370;0;0;;
20184;VISA;Debito;Intermediario;1245998;826741;28256065;2138258690;495;64560;;
20182;MasterCard;Debito;Empresarial;236723;75439;1373276;173745461;240;118922;;
20191;Bandeira propria;Debito;Outros;1403158;385282;4059379;258850150;0;0;;
20201;MasterCard;Credito;Corporativo;127079;84561;2669877;875597372;186003;131507911;;
20194;MasterCard;Pre-Pago;Empresarial;7;3;9;283;0;0;;
20234;Elo;Pre-Pago;Basico Internacional;1862109;1192146;8106348;569550714;4329;1042357;;
20224;MasterCard;Pre-Pago;Premium;168818;82738;2064691;137063894;0;0;;
20234;VISA;Debito;Premium;896271;498743;16838237;1608374823;604;130814;;
20191;Outras;Credito;Outros;977732;245972;265494;47029523;145;21354;;
20212;VISA;Pre-Pago;Outros;20615838;8511583;85166857;4348741033;213055;30524260;;
20224;MasterCard;Credito;Platinum;19534965;15468344;529410179;71511160287;3860340;1078679004;;
20181;MasterCard;Debito;Corporativo;8616;1125;17862;2163067;0;0;;
20211;VISA;Debito;Basico Nacional;9915531;5489345;127833903;8977825559;1017;157984;;
20204;VISA;Pre-Pago;Outros;11850969;5702866;52573329;3024396362;122624;13637817;;
20194;MasterCard;Credito;Empresarial;1913203;1325190;19421283;4624272062;379780;226510484;;
20182;American Express;Credito;Corporativo;25269;18600;2725295;1491591634;271319;219921580;;
20202;VISA;Credito;Corporativo;582477;308671;2126425;694049195;36329;62163598;;
20211;MasterCard;Credito;Intermediario;66854864;43894000;731379967;72236704792;2236278;296917328;;
20223;MasterCard;Pre-Pago;Basico Nacional;245323;167009;1215450;106126302;13186;603984;;
20233;Elo;Pre-Pago;Premium;5101;0;1201;79470;0;0;;
20191;Elo;Credito;Basico Nacional;5145456;2549409;52269172;4301815434;76255;23005405;;
20202;VISA;Debito;Basico Nacional;8389226;4609968;82011195;5720552144;337;57484;;
20214;VISA;Debito;Basico Internacional;135873852;48015424;1042643281;71777508871;22025;5345842;;
20201;MasterCard;Pre-Pago;Corporativo;12710;6371;342550;21565240;1384;881535;;
20221;Hipercard;Credito;Empresarial;1603;980;8726;4162216;1;0;;
20221;VISA;Credito;Basico Nacional;24104657;11730406;210897289;19206093049;189842;32935121;;
20182;Outras;Debito;Outros;3269962;1567295;34939310;2998342269;0;0;;
20191;MasterCard;Credito;Basico Nacional;38107396;12532500;187502884;18409656004;27787;2136259;;
20204;Bandeira propria;Credito;Outros;12845029;5622092;12038941;2302239053;10;896;;
20222;Elo;Credito;Basico Internacional;4672403;2757047;49673471;8664093585;60031;29979041;;
20204;Elo;Debito;Empresarial;853295;336780;8343174;1230981672;0;0;;
20204;Elo;Debito;Basico Internacional;1164;303;4696;278999;0;0;;
20214;MasterCard;Pre-Pago;Premium;27477;10995;137563;8616415;0;0;;
20201;Elo;Debito;Basico Internacional;27672238;9665462;244340828;13231024923;0;0;;
20223;VISA;Credito;Outros;11622126;3117982;40913517;4527693601;132425;80380166;;
20211;Hipercard;Credito;Empresarial;1801;1175;8587;4150206;1;0;;
20184;VISA;Credito;Basico Nacional;26233862;12082905;167912240;14169748929;204418;16933631;;
20192;MasterCard;Debito;Intermediario;2506005;717360;19303838;1135868326;20748;4107838;;
20211;Outras;Credito;Outros;201787;156900;89998;22458137;0;0;;
20202;Bandeira propria;Credito;Basico Nacional;4154066;942807;2824987;221879638;0;0;;
20223;MasterCard;Credito;Empresarial;5601998;2826016;41631472;11017641589;533784;349647395;;
20181;MasterCard;Debito;Basico Nacional;1024122;557776;12071935;783478581;64;19687;;
20233;VISA;Pre-Pago;Premium;3707;69;1504;118014;0;0;;
20183;American Express;Credito;Intermediario;1139191;878192;4202453;515860654;66021;18704169;;
20223;American Express;Credito;Basico Nacional;46708;37821;835587;120233763;4380;1777043;;
20231;MasterCard;Credito;Empresarial;5666064;2681084;39102739;11724567255;575311;376671482;;
20191;MasterCard;Pre-Pago;Basico Nacional;97307;23475;266792;15231614;0;0;;
20212;Elo;Credito;Basico Nacional;4086820;2365122;60428277;6056348884;18494;5591575;;
20201;VISA;Pre-Pago;Platinum;17000;259;0;0;4629;1664394;;
20182;VISA;Credito;Basico Internacional;15836265;10652309;191847373;16554027850;1650835;273988782;;
20184;Elo;Debito;Basico Nacional;11249524;5082505;107817447;6730965794;0;0;;
20223;Outras;Credito;Outros;144897;87266;51008;17519218;0;0;;
20232;American Express;Credito;Platinum;16071;14114;277207;39045884;2770;512601;;
20222;American Express;Credito;Premium;510051;407974;14034825;4006639648;365740;381021668;;
20193;Hipercard;Credito;Basico Nacional;3970206;3018390;58469858;7924365550;0;0;;
20183;Elo;Debito;Basico Internacional;25158334;7605205;180946681;9698095970;0;0;;
20184;VISA;Credito;Corporativo;531493;289066;4927814;1415841184;364874;208043859;;
20221;VISA;Credito;Intermediario;32198661;22034120;406996423;47147164984;1075329;251771416;;
20221;VISA;Debito;Empresarial;1311917;504910;18164074;2412235437;1639;482476;;
20213;MasterCard;Debito;Intermediario;63873967;41465099;718329172;43833957600;21277;4713258;;
20184;VISA;Debito;Premium;384337;211579;6152193;636092875;427;107386;;
20183;Elo;Pre-Pago;Outros;1706295;1273095;12822219;390530473;0;0;;
20223;Elo;Credito;Basico Internacional;4411663;2678673;49595903;9027378872;66449;32838939;;
20212;VISA;Pre-Pago;Basico Nacional;4663619;909618;7669975;1614082374;118;44006;;
20181;Elo;Credito;Empresarial;415479;164895;2714036;558389357;0;0;;
20223;VISA;Credito;Basico Internacional;36271385;19102784;285571854;31248813789;816705;171884546;;
20193;American Express;Credito;Platinum;471841;384977;11309212;2606990028;639453;442769102;;
20221;MasterCard;Pre-Pago;Outros;17748452;2936209;30640290;1657495726;144075;27498651;;
20192;VISA;Pre-Pago;Basico Internacional;5202701;405153;830119;51764404;2255238;273186292;;
20184;VISA;Debito;Outros;87358;87358;1276333;104415579;0;0;;
20212;MasterCard;Credito;Intermediario;77352325;47158850;827777611;83516287531;2507734;318592149;;
20194;VISA;Pre-Pago;Basico Nacional;1753916;258179;1319668;863371182;209;155844;;
20224;Bandeira propria;Debito;Outros;21080;6588;52449;6289700;0;0;;
20234;VISA;Debito;Basico Internacional;159299459;40280636;1041504391;67719008352;25710;5393564;;
20231;VISA;Debito;Premium;739765;404801;12940268;1269264800;693;125166;;
20223;Bandeira propria;Debito;Basico Nacional;27839;8163;136385;10959668;0;0;;
20193;Elo;Credito;Basico Nacional;4796396;2535567;61277580;5050365588;70319;22106470;;
20211;MasterCard;Pre-Pago;Basico Nacional;68261;29173;124912;74853189;0;0;;
20203;Elo;Credito;Premium;25694;22824;881269;167746127;853;655315;;
20203;VISA;Pre-Pago;Basico Nacional;2525281;313165;1507625;1072539237;102;64002;;
20193;Elo;Debito;Basico Internacional;28249314;8863882;230093358;12146675923;0;0;;
20182;Elo;Debito;Empresarial;406569;168222;3506654;428582315;0;0;;
20194;VISA;Credito;Platinum;5358503;3819974;203424301;26048677414;3099327;953283667;;
20234;VISA;Debito;Platinum;2028695;1190771;49648689;4386408104;683;121505;;
20193;MasterCard;Debito;Corporativo;4524;1049;34493;2460916;0;0;;
20231;Bandeira propria;Pre-Pago;Outros;708553;708552;763035053;1075218826;0;0;;
20233;Bandeira propria;Pre-Pago;Outros;726488;726487;964044915;2140984691;0;0;;
20194;VISA;Pre-Pago;Empresarial;1215;920;12194;956349;0;0;;
20192;VISA;Pre-Pago;Basico Nacional;1769505;218917;999929;687789800;16;1639;;
20222;Bandeira propria;Credito;Outros;19349096;4558012;15320588;2461108694;0;0;;
20233;Bandeira propria;Credito;Basico Nacional;6731673;1472838;7189745;1036996041;0;0;;
20231;VISA;Pre-Pago;Corporativo;1163212;115701;3967951;447392651;363082;110299575;;
20193;MasterCard;Credito;Premium;1947211;1521309;115781740;20414018944;4984677;2197184298;;
20191;VISA;Debito;Intermediario;1276130;827668;25090115;1841285995;527;67800;;
20224;Elo;Debito;Basico Internacional;33087882;11996073;348182686;20527584287;0;0;;
20214;MasterCard;Debito;Empresarial;1521680;442638;13036585;972716351;45;60425;;
20184;MasterCard;Credito;Empresarial;1419557;1070876;13915287;3278794618;317883;174871869;;
20212;MasterCard;Pre-Pago;Empresarial;337499;145308;4225209;264291478;0;0;;
20182;MasterCard;Pre-Pago;Basico Nacional;7335;3676;152928;5766402;0;0;;
20213;VISA;Credito;Platinum;8069894;5706368;226667268;34644167015;1349433;475284386;;
20234;MasterCard;Pre-Pago;Platinum;8078677;3805873;122275948;5891814499;0;0;;
20192;Outras;Debito;Outros;3441546;1772483;40247657;3308618021;0;0;;
20201;VISA;Pre-Pago;Outros;7076755;4040569;20241378;1185016485;282814;53552461;;
20211;MasterCard;Pre-Pago;Intermediario;16778316;8909750;205307912;8164592563;0;0;;
20234;Outras;Credito;Outros;87830;73993;32764;17935912;7;5215;;
20203;MasterCard;Credito;Empresarial;2213656;1518655;18014202;4845524940;298483;207476220;;
20231;MasterCard;Credito;Premium;4657868;3819114;253850167;50304474324;5324485;3089543136;;
20203;Hipercard;Credito;Empresarial;1905;1294;8944;5421264;1;0;;
20221;Elo;Credito;Basico Nacional;3428476;2081345;60303273;6682098354;36215;15610075;;
20234;VISA;Debito;Empresarial;2793382;922990;24717837;2967807718;3307;841804;;
20181;VISA;Pre-Pago;Basico Internacional;275186;261093;192528;35905219;703045;240158146;;
20234;VISA;Credito;Corporativo;620387;357165;6528533;3190410999;354034;309196988;;
20223;American Express;Credito;Empresarial;23058;17278;553561;375679694;25046;42920146;;
20232;VISA;Pre-Pago;Empresarial;24722;7065;55812;6846789;228;59786;;
20193;Elo;Debito;Empresarial;587805;261712;5850716;693074629;0;0;;
20184;Elo;Debito;Basico Internacional;24936707;8284040;221428045;12280899400;0;0;;
20222;American Express;Credito;Platinum;3183;2889;100566;25827733;3096;2385423;;
20182;VISA;Pre-Pago;Outros;3483161;2931077;2546124;263881945;208711;60311252;;
20232;VISA;Debito;Basico Nacional;84468354;26068815;570438795;36004680782;3997;403738;;
20233;MasterCard;Credito;Platinum;20371242;14698625;519198175;66160170359;3941959;951197799;;
20234;Elo;Credito;Empresarial;543737;357028;7903139;2888629662;14037;9085898;;
20234;VISA;Debito;Outros;84370;27937;645018;110808054;4;2396;;
20191;VISA;Credito;Premium;877208;676025;48397449;8279143255;1750159;836955904;;
20194;VISA;Pre-Pago;Basico Internacional;5288743;541920;1653735;96801020;2419361;269070650;;
20222;MasterCard;Debito;Basico Internacional;90357031;48435824;1139231338;76955848102;89675;22508226;;
20192;VISA;Debito;Premium;424892;231752;6224375;598425823;356;70814;;
20204;Outras;Debito;Outros;3505501;1855859;45575624;4329106047;0;0;;
20212;VISA;Credito;Platinum;7090831;5023398;196483168;29688876738;1128783;369950623;;
20232;VISA;Credito;Outros;8998443;3307704;46867500;4856523233;220633;105270378;;
20234;VISA;Pre-Pago;Basico Nacional;14455965;3897445;63061554;3441145113;1202;118845;;
20222;VISA;Credito;Basico Nacional;24749679;12127835;227172297;21403693654;231277;40881132;;
20202;Outras;Credito;Outros;292574;179161;93810;23481105;6;1203;;
20233;VISA;Pre-Pago;Empresarial;56480;10074;113229;11696302;2;11;;
20214;VISA;Debito;Corporativo;315351;3;1;12450;2;45;;
20234;VISA;Pre-Pago;Corporativo;947635;85935;3945025;437807833;430300;116810125;;
20221;Elo;Debito;Outros;145742911;30434829;451370308;26046807721;563;109222;;
20192;MasterCard;Credito;Empresarial;1585635;1189907;16206947;3668597193;353841;200859197;;
20181;Outras;Credito;Intermediario;100;60;779;104434;113;16214;;
20202;MasterCard;Pre-Pago;Intermediario;9409151;3743721;55508855;2419910362;1;0;;
20184;MasterCard;Credito;Intermediario;16426533;11457167;278854853;29944299890;2420580;555043190;;
20181;VISA;Credito;Empresarial;862499;589789;12492415;2938811457;363372;212337451;;
20224;MasterCard;Pre-Pago;Basico Nacional;267291;150985;1311036;113685123;6239;544973;;
20223;VISA;Debito;Premium;683512;369462;11857794;1197950233;494;107908;;
20182;MasterCard;Pre-Pago;Corporativo;7211;5126;76690;14597614;18872;6359535;;
20193;American Express;Credito;Intermediario;860259;618335;12814049;1780401714;256984;93370983;;
20231;VISA;Debito;Basico Internacional;147873338;41953299;969016800;62955470021;25686;5338639;;
20231;Elo;Credito;Basico Nacional;3662074;2278916;66237052;7662613575;45502;21357927;;
20222;MasterCard;Debito;Empresarial;1716365;636709;13230065;956021090;89;88251;;
20233;MasterCard;Credito;Empresarial;6354764;2940716;48909987;14589856385;758953;464067824;;
20213;Elo;Credito;Intermediario;4075696;1765389;29913526;3128974361;13845;1698651;;
20204;MasterCard;Debito;Intermediario;8385884;2810093;67505983;3412809921;235;75713;;
20204;VISA;Credito;Empresarial;1576830;888754;22806353;6156339994;270175;260813121;;
20232;Elo;Credito;Platinum;163571;85227;3130265;473406392;4826;1169363;;
20214;VISA;Debito;Outros;782;136;8061;470188;0;0;;
20204;VISA;Debito;Premium;541925;286097;7894298;933263828;72;24477;;
20233;Elo;Debito;Outros;108670;82821;436696;48226629;0;0;;
20201;VISA;Credito;Premium;1194541;908016;67476969;11586985203;1952315;967898254;;
20211;VISA;Debito;Premium;557093;287233;7112044;797685485;124;48507;;
20182;American Express;Credito;Intermediario;1195012;905378;3923831;480878913;68327;18875853;;
20231;Hipercard;Credito;Intermediario;403;18;110;8768;1;0;;
20182;MasterCard;Debito;Basico Nacional;995184;548261;12014324;767655313;13;2249;;
20223;American Express;Credito;Intermediario;416918;320997;8826903;1567568859;79172;40969857;;
20201;MasterCard;Credito;Premium;2115804;1734125;116614320;20512352844;4031945;1880555105;;
20202;MasterCard;Credito;Basico Nacional;23220661;6551268;54617933;4884144221;35395;2233708;;
20221;Bandeira propria;Pre-Pago;Outros;728188;728187;524274375;1356601362;0;0;;
20212;MasterCard;Pre-Pago;Premium;90;19;88;4274;0;0;;
20204;Elo;Pre-Pago;Outros;10682508;3289229;27211406;1329099973;121;9609;;
20224;VISA;Credito;Basico Nacional;24275918;11854718;232257176;22576276641;241556;43040351;;
20221;MasterCard;Credito;Platinum;16208061;13250221;423360708;55182563422;3058859;831453504;;
20202;MasterCard;Pre-Pago;Empresarial;8;2;5;56;0;0;;
20203;VISA;Credito;Corporativo;573243;290925;2622860;893139541;62639;101078953;;
20234;Elo;Credito;Basico Nacional;4091136;2502735;71910875;8208028707;55744;22551336;;
20222;Elo;Debito;Empresarial;969653;365152;8348407;1225141633;0;0;;
20221;Elo;Debito;Basico Nacional;43552033;16693896;414988527;25657831419;0;0;;
20212;MasterCard;Credito;Basico Internacional;34038749;11751706;197785125;19094115427;638545;120464518;;
